company.founded,company.name,company.relationship,company.sector,company.type,demographics.age,demographics.gender,location.citizenship,location.country code,location.gdp,location.region,name,rank,wealth.how.category,wealth.how.from emerging,wealth.how.industry,wealth.how.inherited,wealth.how.was founder,wealth.how.was political,wealth.type,wealth.worth in billions,year
1995,NagaCorp,founder,casinos,new,66,male,Malaysia,MYS,0.0,East Asia,Chen Lip Keong,1356,Financial,True,Real Estate,not inherited,True,True,privatized and resources,1.3,2014
1930,Shinsegae Group,relation,retail,subsidiary,45,male,South Korea,KOR,0.0,East Asia,Chung Yong-Jin,1356,Non-Traded Sectors,True,"Retail, Restaurant",3rd generation,True,True,inherited,1.3,2014
1921,Shell Oil,relation,oil and gas,new,66,male,United States,USA,0.0,North America,"Daniel Harrison, III.",1356,Resource Related,True,Energy,3rd generation,True,True,inherited,1.3,2014
1997,Winton Capital Management,founder,investment mangagment,new,52,male,United Kingdom,GBR,0.0,Europe,David Harding,1356,Financial,True,Money Management,not inherited,True,True,self-made finance,1.3,2014
1998,Zhongsheng Group,founder,automobile dealers,new,52,male,Hong Kong,HKG,0.0,East Asia,Huang Yi,1356,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,founder non-finance,1.3,2014
1976,Sisley Cosmetics,founder,cosmetics,new,87,male,France,FRA,0.0,Europe,Hubert d'Ornano,1356,Traded Sectors,True,Consumer,not inherited,True,True,founder non-finance,1.3,2014
1990,Energy Standard Group,founder,power engineering,new,48,male,Russia,RUS,0.0,Europe,Konstantin Grigorishin,1356,Resource Related,True,Energy,not inherited,True,True,privatized and resources,1.3,2014
1932,Alghanim Industries,relation,diversified investments,new,68,male,Kuwait,KWT,0.0,Middle East/North Africa,Kutayba Alghanim,1356,Financial,True,Diversified financial,father,True,True,inherited,1.3,2014
1982,Baupost Group,founder,investment mangagment,new,56,male,United States,USA,0.0,North America,Seth Klarman,1356,Financial,True,Diversified financial,not inherited,True,True,self-made finance,1.3,2014
1955,Benesse Corporation,relation,publishing,new,68,male,Japan,JPN,0.0,East Asia,Soichiro Fukutake,1356,0,True,Other,father,True,True,inherited,1.3,2014
1995,Longjitaihe,founder,real estate,new,51,male,China,CHN,0.0,East Asia,Wei Shaojun,1356,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.3,2014
2004,Zozotown,founder,e-commerce,new,38,male,Japan,JPN,0.0,East Asia,Yusaku Maezawa,1356,New Sectors,True,Technology-Computer,not inherited,True,True,founder non-finance,1.3,2014
1988,BUA Group,founder,"sugar, flour, cement",new,54,male,Nigeria,NGA,0.0,Sub-Saharan Africa,Abdulsamad Rabiu,1372,Traded Sectors,True,Consumer,not inherited,True,True,founder non-finance,1.2,2014
1953,Zorlu Holding,founder,textiles,new,69,male,Turkey,TUR,0.0,Middle East/North Africa,Ahmet Nazif Zorlu,1372,Financial,True,Diversified financial,not inherited,True,True,self-made finance,1.2,2014
1961,Brembo SpA,relation,braking systems,new,73,male,Italy,ITA,0.0,Europe,Alberto Bombassei,1372,Traded Sectors,True,Consumer,not inherited,True,True,executive,1.2,2014
1921,Laboratorios Roemmers,relation,pharmaceuticals,new,56,male,Argentina,ARG,0.0,Latin America,Alberto Roemmers,1372,New Sectors,True,Technology-Medical,father,True,True,inherited,1.2,2014
1991,Eurasia Drilling Company,owner,oil,subsidiary,61,male,Russia,RUS,0.0,Europe,Alexander Putilov,1372,Resource Related,True,Energy,not inherited,True,True,privatized and resources,1.2,2014
1996,N-Trans,founder,infrastructure,new,42,male,Russia,RUS,0.0,Europe,Andrei Filatov,1372,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.2,2014
1947,Royal Group Holdings,relation,real estate,new,59,male,Singapore,SGP,0.0,East Asia,Asok Kumar Hiranandani,1372,Financial,True,Real Estate,father,True,True,inherited,1.2,2014
1978,Saudi Oger,relation,construction,aquired,35,male,Lebanon,LBN,0.0,Middle East/North Africa,Ayman Hariri,1372,Non-Traded Sectors,True,Constrution,father,True,True,inherited,1.2,2014
1887,William Grant and Sons,relation,alcohol,new,70,female,United Kingdom,GBR,0.0,Europe,Benedicta Chamberlain,1372,Traded Sectors,True,Consumer,spouse/widow,True,True,inherited,1.2,2014
1969,Comcast,relation,media,new,54,male,United States,USA,0.0,North America,Brian Roberts,1372,Non-Traded Sectors,True,Media,father,True,True,inherited,1.2,2014
1930,Publix Super Markets,relation,groceries,new,57,female,United States,USA,0.0,North America,Carol Jenkins Barnett,1372,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True,inherited,1.2,2014
1987,Fuyao Glass Industry Group,CEO,auto glass,new,67,male,Hong Kong,HKG,0.0,East Asia,Cho Tak Wong,1372,Traded Sectors,True,Consumer,not inherited,True,True,executive,1.2,2014
1941,Hankook Tire,relation,tire manufacturing,new,76,male,South Korea,KOR,0.0,East Asia,Cho Yang-Rai,1372,Traded Sectors,True,Consumer,father,True,True,inherited,1.2,2014
1993,Trafigura Beheer BV,founder,commodity trading,new,63,male,France,FRA,0.0,Europe,Claude Dauphin,1372,Resource Related,True,Mining and metals,not inherited,True,True,privatized and resources,1.2,2014
1988,Snyder Communications,founder,advertising,new,49,male,United States,USA,0.0,North America,Dan Snyder,1372,0,True,Other,not inherited,True,True,founder non-finance,1.2,2014
1992,Wimm-Bill-Dann,owner,dairy,new,57,male,Russia,RUS,0.0,Europe,David Yakobashvili,1372,Resource Related,True,Energy,not inherited,True,True,privatized and resources,1.2,2014
1944,The DeBartolo Corporation,relation,real estate,new,63,female,United States,USA,0.0,North America,Denise York,1372,0,True,0,father,True,True,inherited,1.2,2014
1910,Hallmark Cards,relation,greeting cards,new,85,male,United States,USA,0.0,North America,Donald Hall,1372,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True,inherited,1.2,2014
1967,Vicuna Group,relation,steel,new,0,female,Brazil,BRA,0.0,Latin America,Dorothea Steinbruch,1372,Resource Related,True,Non-consumer industrial,spouse/widow,True,True,inherited,1.2,2014
1940,Far Eastern Group,relation,textiles,new,71,male,Taiwan,Taiwan,0.0,East Asia,Douglas Hsu,1372,Financial,True,Diversified financial,father,True,True,inherited,1.2,2014
2007,Dropbox,founder,internet company,new,30,male,United States,USA,0.0,North America,Drew Houston,1372,New Sectors,True,Technology-Computer,not inherited,True,True,founder non-finance,1.2,2014
1957,Astra International,relation,automotive,new,65,male,Indonesia,IDN,0.0,East Asia,Edwin Soeryadjaya,1372,Resource Related,True,Mining and metals,father,True,True,inherited,1.2,2014
1978,Saudi Oger,relation,construction,aquired,33,male,Lebanon,LBN,0.0,Middle East/North Africa,Fahd Hariri,1372,Non-Traded Sectors,True,Constrution,father,True,True,inherited,1.2,2014
1996,Valve Corporation,founder,video games,new,51,male,United States,USA,0.0,North America,Gabe Newell,1372,Traded Sectors,True,Consumer,not inherited,True,True,founder non-finance,1.2,2014
1982,Harvey Norman,founder,retail,new,74,male,Australia,AUS,0.0,North America,Gerry Harvey,1372,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,founder non-finance,1.2,2014
1988,Eurofins Scientific,founder,laboratory services,new,50,male,France,FRA,0.0,Europe,Gilles Martin,1372,New Sectors,True,Technology-Medical,not inherited,True,True,founder non-finance,1.2,2014
1969,Natura Cosmeticos,co-chairman,cosmetics,new,64,male,Brazil,BRA,0.0,Latin America,Guilherme Peirao Leal,1372,Traded Sectors,True,Consumer,not inherited,True,True,executive,1.2,2014
1989,MNC Group,founder,media,aquired,48,male,Indonesia,IDN,0.0,East Asia,Hary Tanoesoedibjo,1372,Non-Traded Sectors,True,Media,not inherited,True,True,founder non-finance,1.2,2014
1996,Star River Goup,founder,real estate,new,60,male,China,CHN,0.0,East Asia,Huang Wen Tsai,1372,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.2,2014
1995,InterAgro,founder,aigriculture,new,59,male,Romania,ROU,0.0,Europe,Ioan Niculae,1372,Traded Sectors,True,Consumer,not inherited,True,True,privatized and resources,1.2,2014
1999,Trendy Internation Group,founder,apparel,new,0,male,St. Kitts and Nevis,KNA,0.0,Latin America,Jacky Xu,1372,Traded Sectors,True,Consumer,not inherited,True,True,founder non-finance,1.2,2014
1853,Vicat,relation,cement,new,75,male,France,FRA,0.0,Europe,Jacques Merceron-Vicat,1372,Non-Traded Sectors,True,Constrution,3rd generation,True,True,inherited,1.2,2014
1998,Ineos,founder,chemicals,new,61,male,United Kingdom,GBR,0.0,Europe,James Ratcliffe,1372,Traded Sectors,True,Non-consumer industrial,not inherited,True,True,founder non-finance,1.2,2014
2004,Facebook,Vice President of Infrastructure Software,internet company,new,59,male,United States,USA,0.0,North America,Jeff Rothschild,1372,New Sectors,True,Technology-Computer,not inherited,True,True,executive,1.2,2014
1993,Fragrance Group,founder,real estate,new,50,male,Singapore,SGP,0.0,East Asia,Koh Wee Meng,1372,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.2,2014
1996,N-Trans,founder,infrastructure,new,42,male,Russia,RUS,0.0,Europe,Konstantin Nikolaev,1372,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.2,2014
1960,Ferrexpo,founder,iron,privatization,40,male,Ukraine,UKR,0.0,Europe,Kostyantin Zhevago,1372,Resource Related,True,Mining and metals,not inherited,True,True,privatized and resources,1.2,2014
1972,The Walker Group,founder,real estate,new,68,male,Australia,AUS,0.0,North America,Lang Walker,1372,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.2,2014
1960,Buckeridge Group of Companies,founder,construction,new,77,male,Australia,AUS,0.0,North America,Len Buckeridge,1372,Non-Traded Sectors,True,Constrution,not inherited,True,True,founder non-finance,1.2,2014
1994,Novatek,founder,gas,new,64,male,Russia,RUS,0.0,Europe,Leonid Simanovsky,1372,Financial,True,Diversified financial,not inherited,True,True,self-made finance,1.2,2014
1998,Shenzhen Hepalink Pharmaceutical,founder,pharmaceuticals,new,50,male,China,CHN,0.0,East Asia,Li Li,1372,New Sectors,True,Technology-Medical,not inherited,True,True,founder non-finance,1.2,2014
1943,Bradesco,relation,banking,new,76,female,Brazil,BRA,0.0,Latin America,Lia Maria Aguiar,1372,Financial,True,Money Management,father,True,True,inherited,1.2,2014
1991,GMK Holding,owner,"copper, poultry",new,63,male,China,CHN,0.0,East Asia,Liu Xuejing,1372,Resource Related,True,Mining and metals,not inherited,True,True,privatized and resources,1.2,2014
1926,Loma Negra,relation,cement,new,69,female,Argentina,ARG,0.0,Latin America,Maria Ines de Lafuente Lacroze,1372,Non-Traded Sectors,True,Constrution,father,True,True,inherited,1.2,2014
1989,Regus,founder,business centers,new,55,male,United Kingdom,GBR,0.0,Europe,Mark Dixon,1372,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.2,2014
1984,CDW Corporation,founder,retail,new,60,male,United States,USA,0.0,North America,Michael Krasny,1372,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,founder non-finance,1.2,2014
1969,Kalpataru Group,founder,real estate,new,69,male,India,IND,0.0,South Asia,Mofatraj Munot,1372,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.2,2014
1982,MB Holding,founder,oil,new,62,male,Oman,OMN,0.0,Middle East/North Africa,Mohammed Al Barwani,1372,Resource Related,True,Energy,not inherited,True,True,privatized and resources,1.2,2014
1975,SapuraKencana,founder,oil and gas,new,53,male,Malaysia,MYS,0.0,East Asia,Mokhzani Mahathir,1372,Resource Related,True,Energy,not inherited,True,True,privatized and resources,1.2,2014
1983,Agis Industries,owner,pharmaceuticals,new,61,male,Israel,ISR,0.0,Middle East/North Africa,Mori Arkin,1372,New Sectors,True,Technology-Medical,not inherited,True,True,executive,1.2,2014
1984,Chint Group,chairman,electricity,new,50,male,China,CHN,0.0,East Asia,Nan Cunhui,1372,New Sectors,True,Technology-Computer,not inherited,True,True,executive,1.2,2014
1996,N-Trans,founder,infrastructure,new,42,male,Russia,RUS,0.0,Europe,Nikita Mishin,1372,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.2,2014
2004,Maxi Group,founder,mettallurgy,new,56,male,Russia,RUS,0.0,Europe,Nikolai Maximov,1372,Financial,True,Diversified financial,not inherited,True,True,self-made finance,1.2,2014
1999,Firestar International,founder,diamond jewelry,new,43,male,India,IND,0.0,South Asia,Nirav Modi,1372,Traded Sectors,True,Consumer,not inherited,True,True,founder non-finance,1.2,2014
1968,Lupin,investor,pharmaceuticals,new,53,male,India,IND,0.0,South Asia,Rakesh Jhunjhunwala,1372,Financial,True,Other,not inherited,True,True,self-made finance,1.2,2014
1980,OSIM International,founder,retail,new,56,male,Singapore,SGP,0.0,East Asia,Ron Sim,1372,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,founder non-finance,1.2,2014
1967,Tim Hortons,founder,restaurant,new,83,male,Canada,CAN,0.0,North America,Ronald Joyce,1372,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,founder non-finance,1.2,2014
1979,MRV Engenharia,founder,construction,new,57,male,Brazil,BRA,0.0,Latin America,Rubens Menin Teixeira de Souza,1372,Non-Traded Sectors,True,Constrution,not inherited,True,True,founder non-finance,1.2,2014
1985,AOL,Chairman and Chief Executive Officer,internet company,new,55,male,United States,USA,0.0,North America,Steve Case,1372,New Sectors,True,Technology-Computer,not inherited,True,True,executive,1.2,2014
1988,Near East University,founder,education,new,61,male,Cyprus,CYP,0.0,Europe,Suat Gunsel,1372,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.2,2014
1990,Hefei Meiya Optoelectronic Technology,owner,measuring instruments,new,60,male,China,CHN,0.0,East Asia,Tian Ming,1372,Traded Sectors,True,Non-consumer industrial,not inherited,True,True,executive,1.2,2014
0,Lancing Motor,chairman,motorcycles,new,50,male,China,CHN,0.0,East Asia,Tu Jianhua,1372,Traded Sectors,True,Consumer,not inherited,True,True,executive,1.2,2014
1952,World Wrestling Entertainment (WWE),relation,wrestling promotion,new,68,male,United States,USA,0.0,North America,Vincent McMahon,1372,0,True,0,father,True,True,inherited,1.2,2014
1983,First Reserve Corporation,founder,private equity,new,68,male,United States,USA,0.0,North America,William Macaulay,1372,Resource Related,True,Energy,not inherited,True,True,privatized and resources,1.2,2014
1992,Man Wah Holdings,founder,furniture,new,49,male,Hong Kong,HKG,0.0,East Asia,Wong Man Li,1372,Traded Sectors,True,Consumer,not inherited,True,True,founder non-finance,1.2,2014
2007,Renhe Commercial Holdings,owner,real estate,new,51,female,United Kingdom,GBR,0.0,Europe,Xiu Li Hawken,1372,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.2,2014
1993,New Oriental Education and Technology Group,founder,education,new,52,male,China,CHN,0.0,East Asia,Yu Minhong,1372,0,True,Other,not inherited,True,True,founder non-finance,1.2,2014
1993,Guangdong Dongyangguang Aluminum,owner,aluminum,privatization,50,male,China,CHN,0.0,East Asia,Zhang Zhongneng,1372,Resource Related,True,Mining and metals,not inherited,True,True,privatized and resources,1.2,2014
1993,Yanlord Land Group,founder,real estate,new,56,male,Singapore,SGP,0.0,East Asia,Zhong Sheng Jian,1372,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.2,2014
2004,Summa Group,founder,"ports, gas",new,45,male,Russia,RUS,0.0,Europe,Ziyaudin Magomedov,1372,Resource Related,True,Energy,not inherited,True,True,privatized and resources,1.2,2014
1994,Magnit,owner,retail,new,43,male,Russia,RUS,0.0,Europe,Alexei Bogachev,1442,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,executive,1.2,2014
1991,Obrazovanie,owner,real estate,new,46,male,Russia,RUS,0.0,Europe,Alexei Semin,1442,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.2,2014
1966,Itausa Investimentos Itau SA,relation,banking,new,44,male,Brazil,BRA,0.0,Latin America,Alfredo Egydio Arruda Villela Filho,1442,Financial,True,Money Management,father,True,True,inherited,1.2,2014
1991,Perm Financial Industrial Group (PFIG),founder,telecom,new,48,male,Russia,RUS,0.0,Europe,Andrei Kuzyaev,1442,Non-Traded Sectors,True,Media,not inherited,True,True,privatized and resources,1.2,2014
1987,Bhushan Steel,founder,steel,new,77,male,India,IND,0.0,South Asia,Brij Bhushan Singal,1442,Resource Related,True,Non-consumer industrial,not inherited,True,True,privatized and resources,1.2,2014
1930,Ultrapar,relation,"gas, petrochemicals",new,86,female,Brazil,BRA,0.0,Latin America,Daisy Igel,1442,Resource Related,True,Energy,father,True,True,inherited,1.2,2014
1990,Dijaya,founder,real estate,new,58,male,Malaysia,MYS,0.0,East Asia,Danny Tan Chee Sing,1442,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.2,2014
1911,Hochschild Mining,relation,mining,new,50,male,Peru,PER,0.0,Latin America,Eduardo Hochschild,1442,Resource Related,True,Mining and metals,3rd generation,True,True,inherited,1.2,2014
1977,Mercadona,relation,groceries,new,66,male,Spain,ESP,0.0,Europe,Fernando Roig,1442,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True,inherited,1.2,2014
