name,rank,year,company.founded,company.name,company.relationship,company.sector,company.type,demographics.age,demographics.gender,location.citizenship,location.country code,location.gdp,location.region,wealth.type,wealth.worth in billions,wealth.how.category,wealth.how.from emerging,wealth.how.industry,wealth.how.inherited,wealth.how.was founder,wealth.how.was political,First_Name,Last_Name
Daisy Igel,1442,2014,1930,Ultrapar,relation,"gas, petrochemicals",new,86,female,Brazil,BRA,0.0,Latin America,inherited,1.2,Resource Related,True,Energy,father,True,True,Daisy,Igel
Danny Tan Chee Sing,1442,2014,1990,Dijaya,founder,real estate,new,58,male,Malaysia,MYS,0.0,East Asia,self-made finance,1.2,Financial,True,Real Estate,not inherited,True,True,Danny,TanCheeSing
Eduardo Hochschild,1442,2014,1911,Hochschild Mining,relation,mining,new,50,male,Peru,PER,0.0,Latin America,inherited,1.2,Resource Related,True,Mining and metals,3rd generation,True,True,Eduardo,Hochschild
Fernando Roig,1442,2014,1977,Mercadona,relation,groceries,new,66,male,Spain,ESP,0.0,Europe,inherited,1.2,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True,Fernando,Roig
Jacob Stolt-Nielsen,1442,2014,1959,Parcel Trade,founder,shipping,new,82,male,Norway,NOR,0.0,Europe,founder non-finance,1.2,Traded Sectors,True,Other,not inherited,True,True,Jacob,Stolt-Nielsen
Jane Lauder,1442,2014,1946,Est?Lauder,relation,makeup,new,41,female,United States,USA,0.0,North America,inherited,1.2,Traded Sectors,True,Consumer,3rd generation,True,True,Jane,Lauder
John Edson,1442,2014,1955,Baylinter Marine Corp,founder,boats,new,81,male,United States,USA,0.0,North America,founder non-finance,1.2,Traded Sectors,True,Consumer,not inherited,True,True,John,Edson
Lee Hae-Jin,1442,2014,1999,Naver,owner,internet company,new,46,male,South Korea,KOR,0.0,East Asia,founder non-finance,1.2,New Sectors,True,Technology-Computer,not inherited,True,True,Lee,Hae-Jin
Lee Seo-Hyun,1442,2014,1938,Samsung,relation,electronics,new,40,female,South Korea,KOR,0.0,East Asia,inherited,1.2,New Sectors,True,Technology-Computer,3rd generation,True,True,Lee,Seo-Hyun
Liu Zhenguo,1442,2014,2001,Beijing Originwater Technology,Vice Chairman,sewage treatment,new,49,male,China,CHN,0.0,East Asia,executive,1.2,0,True,0,not inherited,True,True,Liu,Zhenguo
Ma Xingtian,1442,2014,1998,Kangmei Pharmaceutical,founder,pharmaceuticals,new,44,male,China,CHN,0.0,East Asia,founder non-finance,1.2,New Sectors,True,Technology-Medical,not inherited,True,True,Ma,Xingtian
Max Turnauer,1442,2014,1969,Constantia,relation,manufacturing,new,78,male,Austria,AUT,0.0,Europe,inherited,1.2,Traded Sectors,True,Non-consumer industrial,father,True,True,Max,Turnauer
Megdet Rahimkulov,1442,2014,1989,Gazprom,Chief Executive,gas,state owned enterprise,68,male,Russia,RUS,0.0,Europe,privatized and resources,1.2,Financial,True,Diversified financial,not inherited,True,True,Megdet,Rahimkulov
Miao Shouliang,1442,2014,0,Fuyuan Group,,real estate,new,59,male,China,CHN,0.0,East Asia,self-made finance,1.2,Financial,True,Real Estate,not inherited,True,True,Miao,Shouliang
Mitchell Jacobson,1442,2014,1941,MSC Direct,relation,industrial equipment,new,62,male,United States,USA,0.0,North America,inherited,1.2,Traded Sectors,True,Non-consumer industrial,father,True,True,Mitchell,Jacobson
Qi Xiangdong,1442,2014,2005,Qihoo,founder,internet company,new,43,male,China,CHN,0.0,East Asia,founder non-finance,1.2,New Sectors,True,Technology-Computer,not inherited,True,True,Qi,Xiangdong
Thongma Vijitpongpun,1442,2014,1993,Pruksa Real Estate,founder,real estate,new,55,male,Thailand,THA,0.0,East Asia,self-made finance,1.2,Financial,True,Real Estate,not inherited,True,True,Thongma,Vijitpongpun
Ye Cheng,1442,2014,1992,Shandong Landbridge Group,chairman,port logistics,new,52,male,China,CHN,0.0,East Asia,self-made finance,1.2,Financial,True,Diversified financial,not inherited,True,True,Ye,Cheng
Aerin Lauder Zinterhofer,1465,2014,1946,Est?Lauder,relation,makeup,new,44,female,United States,USA,0.0,North America,inherited,1.1,Traded Sectors,True,Consumer,3rd generation,True,True,Aerin,LauderZinterhofer
Ahmet Calik,1465,2014,1981,Calik Holding,relation,textiles,new,56,male,Turkey,TUR,0.0,Middle East/North Africa,privatized and resources,1.1,Resource Related,True,Energy,not inherited,True,True,Ahmet,Calik
Airat Shaimiev,1465,2014,1995,TAIF Group,owner,oil,new,51,male,Russia,RUS,0.0,Europe,privatized and resources,1.1,Resource Related,True,Energy,not inherited,True,True,Airat,Shaimiev
Albert Shigaboutdinov,1465,2014,1995,TAIF Group,owner,oil,new,59,male,Russia,RUS,0.0,Europe,privatized and resources,1.1,Resource Related,True,Energy,not inherited,True,True,Albert,Shigaboutdinov
Albert Yeung,1465,2014,1964,Emperor Group,founder,watch retail,new,70,male,Hong Kong,HKG,0.0,East Asia,self-made finance,1.1,Financial,True,Real Estate,not inherited,True,True,Albert,Yeung
Alexander Rovt,1465,2014,1987,IBE Trade,owner,fertilizers,aquired,61,male,United States,USA,0.0,North America,executive,1.1,Traded Sectors,True,Consumer,not inherited,True,True,Alexander,Rovt
Alexander Spanos,1465,2014,1960,A. G. Spanos Companies,founder,real estate,new,90,male,United States,USA,0.0,North America,self-made finance,1.1,Financial,True,Real Estate,not inherited,True,True,Alexander,Spanos
Alfred Mann,1465,2014,1956,Spectrolab,founder,software,new,88,male,United States,USA,0.0,North America,founder non-finance,1.1,New Sectors,True,Technology-Medical,not inherited,True,True,Alfred,Mann
Aloke Lohia,1465,2014,1988,Indorama Ventures,founder,polymers,new,55,male,Thailand,THA,0.0,East Asia,founder non-finance,1.1,Traded Sectors,True,Non-consumer industrial,not inherited,True,True,Aloke,Lohia
Ana Lucia de Mattos Barretto Villela,1465,2014,1966,Itausa Investimentos Itau SA,relation,banking,new,40,female,Brazil,BRA,0.0,Latin America,inherited,1.1,Financial,True,Money Management,father,True,True,Ana,LuciadeMattosBarrettoVillela
Anatoly Sedykh,1465,2014,1999,United Metallurigcal Company,founder,pipes,new,49,male,Russia,RUS,0.0,Europe,privatized and resources,1.1,Resource Related,True,Non-consumer industrial,not inherited,True,True,Anatoly,Sedykh
Andrei Rappoport,1465,2014,1991,RAO UES,founder,investments,aquired,50,male,Russia,RUS,0.0,Europe,self-made finance,1.1,Financial,True,Diversified financial,not inherited,True,True,Andrei,Rappoport
Aydin Dogan,1465,2014,1961,Dogan Holding,founder,media,new,77,male,Turkey,TUR,0.0,Middle East/North Africa,founder non-finance,1.1,Non-Traded Sectors,True,Media,not inherited,True,True,Aydin,Dogan
Binod Chaudhary,1465,2014,1970,Chaudhary Group,relation,retail,new,58,male,Nepal,NPL,0.0,South Asia,self-made finance,1.1,Financial,True,Diversified financial,not inherited,True,True,Binod,Chaudhary
Charles Brandes,1465,2014,1974,Brades Investment Partners,founder,investment banking,new,71,male,United States,USA,0.0,North America,self-made finance,1.1,Financial,True,Money Management,not inherited,True,True,Charles,Brandes
Charles Munger,1465,2014,1839,Berkshire Hathaway,vice-chairman, Finance,aquired,90,male,United States,USA,0.0,North America,executive,1.1,Traded Sectors,True,Consumer,not inherited,True,True,Charles,Munger
Choo Chong Ngen,1465,2014,1996,Hotel 81,founder,hotels,new,62,male,Singapore,SGP,0.0,East Asia,self-made finance,1.1,Financial,True,Real Estate,not inherited,True,True,Choo,ChongNgen
Daniel Hirschfeld,1465,2014,1948,Buckle,relation,apparel,new,0,male,United States,USA,0.0,North America,executive,1.1,0,True,0,not inherited,True,True,Daniel,Hirschfeld
Darwin Deason,1465,2014,1988,Affiliated Computer Services,founder,software,new,73,male,United States,USA,0.0,North America,founder non-finance,1.1,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Darwin,Deason
Edir Macedo,1465,2014,1953,Rede Record,owner,media,aquired,69,male,Brazil,BRA,0.0,Latin America,executive,1.1,Non-Traded Sectors,True,Media,not inherited,True,True,Edir,Macedo
Evgeny (Eugene) Shvidler,1465,2014,1990,Runicom S.A,founder,oil,new,49,male,United States,USA,0.0,North America,privatized and resources,1.1,Resource Related,True,Energy,not inherited,True,True,Evgeny,(Eugene)Shvidler
Fang Wei,1465,2014,2002,Fangda International Industrial Investment?,chairman,mining,new,40,male,China,CHN,0.0,East Asia,privatized and resources,1.1,Traded Sectors,True,Non-consumer industrial,not inherited,True,True,Fang,Wei
Goh Peng Ooi,1465,2014,1989,Silverlake Axis,founder,software,new,59,male,Malaysia,MYS,0.0,East Asia,founder non-finance,1.1,New Sectors,True,Technology-Computer,not inherited,True,True,Goh,PengOoi
Gordon Wu,1465,2014,1972,Hopewell Holdings,founder,infrastructure,new,79,male,Hong Kong,HKG,0.0,East Asia,self-made finance,1.1,Financial,True,Real Estate,not inherited,True,True,Gordon,Wu
Hajime Satomi,1465,2014,1975,Sammy Corporation,founder,entertainment,new,72,male,Japan,JPN,0.0,East Asia,founder non-finance,1.1,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Hajime,Satomi
Harjo Sutanto,1465,2014,1950,Wings Group,founder,laundry soap,new,87,male,Indonesia,IDN,0.0,East Asia,founder non-finance,1.1,Traded Sectors,True,Consumer,not inherited,True,True,Harjo,Sutanto
Henry Engelhardt,1465,2014,1993,Admiral Group,founder,insurance,new,56,male,United States,USA,0.0,North America,self-made finance,1.1,Financial,True,Money Management,not inherited,True,True,Henry,Engelhardt
Hu Kaijun,1465,2014,2005,China Grand Pharmaceutical,owner,pharmaceuticals,new,52,male,China,CHN,0.0,East Asia,privatized and resources,1.1,New Sectors,True,Technology-Medical,not inherited,True,True,Hu,Kaijun
Huang Zhenda,1465,2014,1993,Guangdong Liantai Group,founder,construction,new,66,male,China,CHN,0.0,East Asia,founder non-finance,1.1,Non-Traded Sectors,True,Constrution,not inherited,True,True,Huang,Zhenda
Ilkka Herlin,1465,2014,1924,Kone Corporation,relation,elevators,aquired,55,male,Finland,FIN,0.0,Europe,inherited,1.1,Traded Sectors,True,Non-consumer industrial,4th generation,True,True,Ilkka,Herlin
Ilona Herlin,1465,2014,1924,Kone Corporation,relation,elevators,aquired,49,female,Finland,FIN,0.0,Europe,inherited,1.1,Traded Sectors,True,Non-consumer industrial,4th generation,True,True,Ilona,Herlin
Isaac Larian,1465,2014,1979,MGA Entertainment,founder,toys,new,59,male,United States,USA,0.0,North America,founder non-finance,1.1,Traded Sectors,True,Consumer,not inherited,True,True,Isaac,Larian
Jean Burelle,1465,2014,1957,Plastic Omnium,relation,plastic,new,75,male,France,FRA,0.0,Europe,inherited,1.1,Traded Sectors,True,Consumer,father,True,True,Jean,Burelle
Jiang Wei,1465,2014,2005,Guizhou Bailing Group Pharmaceutical,chairman,pharmaceuticals,new,52,male,China,CHN,0.0,East Asia,executive,1.1,New Sectors,True,Technology-Medical,not inherited,True,True,Jiang,Wei
Jon Huntsman,1465,2014,1982,Huntsman chemical,founder,chemicals,new,76,male,United States,USA,0.0,North America,founder non-finance,1.1,Traded Sectors,True,Non-consumer industrial,not inherited,True,True,Jon,Huntsman
Jose Maria Aristrain,1465,2014,1902,Arcelor,relation,steel,new,51,male,Spain,ESP,0.0,Europe,inherited,1.1,Resource Related,True,Non-consumer industrial,father,True,True,Jose,MariaAristrain
Jose Mendes Nogueira,1465,2014,1966,J Mendes,founder,iron ore,new,86,male,Brazil,BRA,0.0,Latin America,privatized and resources,1.1,Resource Related,True,Mining and metals,not inherited,True,True,Jose,MendesNogueira
Joseph Grendys,1465,2014,1985,Koch Foods,owner,meat processing,aquired,52,male,United States,USA,0.0,North America,executive,1.1,Traded Sectors,True,Consumer,not inherited,True,True,Joseph,Grendys
Juan Fernando Belmont Anderson,1465,2014,1967,Yanbal Internacional,founder,cosmetics,new,70,male,Peru,PER,0.0,Latin America,founder non-finance,1.1,Traded Sectors,True,Consumer,not inherited,True,True,Juan,FernandoBelmontAnderson
Ke Xiping,1465,2014,1994,Xiamen Hengxing group,founder,"mining, investments",new,53,male,China,CHN,0.0,East Asia,self-made finance,1.1,Financial,True,Diversified financial,not inherited,True,True,Ke,Xiping
Koo Bon-Neung,1465,2014,1947,LG Group,relation,electonics,new,64,male,South Korea,KOR,0.0,East Asia,inherited,1.1,New Sectors,True,Technology-Computer,father,True,True,Koo,Bon-Neung
Lachhman Das Mittal,1465,2014,1969,Sonalika Group,founder,tractors,new,83,male,India,IND,0.0,South Asia,founder non-finance,1.1,Traded Sectors,True,Consumer,not inherited,True,True,Lachhman,DasMittal
Laurent Burelle,1465,2014,1957,Plastic Omnium,relation,plastic,new,64,male,France,FRA,0.0,Europe,inherited,1.1,Traded Sectors,True,Consumer,father,True,True,Laurent,Burelle
Liu Zhenfeng,1465,2014,1997,Yantai Jereh Oilfield Services Group,owner,oilfield equipment,new,52,male,China,CHN,0.0,East Asia,privatized and resources,1.1,Resource Related,True,Energy,not inherited,True,True,Liu,Zhenfeng
Luo Fei,1465,2014,1999,Biostime International Holdings,ceo,infant formula,new,0,male,China,CHN,0.0,East Asia,executive,1.1,Traded Sectors,True,Consumer,not inherited,True,True,Luo,Fei
Marcel Adams,1465,2014,1958,Iberville Developments,founder,real estate,new,93,male,Canada,CAN,0.0,North America,self-made finance,1.1,Financial,True,Real Estate,not inherited,True,True,Marcel,Adams
Mark Pincus,1465,2014,2007,Zynga,founder,online gaming,new,48,male,United States,USA,0.0,North America,founder non-finance,1.1,New Sectors,True,Technology-Computer,not inherited,True,True,Mark,Pincus
Michael Steinhardt,1465,2014,1967,"Steinhardt, Fine, Berkowitz & Co",founder,hedge funds,new,73,male,United States,USA,0.0,North America,self-made finance,1.1,Financial,True,Money Management,not inherited,True,True,Michael,Steinhardt
Miriam Blocher,1465,2014,1936,EMS-Chemie,relation,petrochemicals,aquired,39,female,Switzerland,CHE,0.0,Europe,inherited,1.1,Traded Sectors,True,Non-consumer industrial,father,True,True,Miriam,Blocher
Mohammed Ibrahim,1465,2014,1998,Celtel,founder,telecom,new,67,male,United Kingdom,GBR,0.0,Europe,founder non-finance,1.1,Non-Traded Sectors,True,Media,not inherited,True,True,Mohammed,Ibrahim
Niklas Herlin,1465,2014,1924,Kone Corporation,relation,elevators,aquired,50,male,Finland,FIN,0.0,Europe,inherited,1.1,Traded Sectors,True,Non-consumer industrial,4th generation,True,True,Niklas,Herlin
Nikolai Sarkisov,1465,2014,1991,RESO-Garantiya,owner,insurance,new,45,male,Russia,RUS,0.0,Europe,self-made finance,1.1,Financial,True,Hedge funds,not inherited,True,True,Nikolai,Sarkisov
Nobutada Saji,1465,2014,1899,Suntory,relation,brewery,new,68,male,Japan,JPN,0.0,East Asia,inherited,1.1,Traded Sectors,True,Consumer,3rd generation,True,True,Nobutada,Saji
Park Hyeon-Joo,1465,2014,1997,Mirae Asset,founder,asset management,new,55,male,South Korea,KOR,0.0,East Asia,self-made finance,1.1,Financial,True,Money Management,not inherited,True,True,Park,Hyeon-Joo
PNC Menon,1465,2014,1995,Sobha Developers,founder,real estate,new,65,male,Oman,OMN,0.0,Middle East/North Africa,self-made finance,1.1,Financial,True,Real Estate,not inherited,True,True,PNC,Menon
Que Wenbin,1465,2014,2001,Duyiwei Biological Pharmaceutical,owner,pharmaceuticals,new,50,male,China,CHN,0.0,East Asia,executive,1.1,New Sectors,True,Technology-Medical,not inherited,True,True,Que,Wenbin
Radik Shaimiev,1465,2014,1995,TAIF Group,owner,oil,new,49,male,Russia,RUS,0.0,Europe,privatized and resources,1.1,Resource Related,True,Energy,not inherited,True,True,Radik,Shaimiev
Ray Irani,1465,2014,1920,Occidental Petroleum,former CEO,oil,new,79,male,United States,USA,0.0,North America,privatized and resources,1.1,Resource Related,True,Energy,not inherited,True,True,Ray,Irani
Robert Citrone,1465,2014,1999,Discovery Capital Management,founder,hedge funds,new,49,male,United States,USA,0.0,North America,self-made finance,1.1,Financial,True,Hedge funds,not inherited,True,True,Robert,Citrone
Robert Ell,1465,2014,1976,Leda Holdings,founder,construction,new,69,male,Australia,AUS,0.0,North America,self-made finance,1.1,Financial,True,Real Estate,not inherited,True,True,Robert,Ell
Robert Piccinini,1465,2014,1952,Save Mart,relation,groceries,new,72,male,United States,USA,0.0,North America,inherited,1.1,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True,Robert,Piccinini
Rustem Sulteev,1465,2014,1991,RESO-Garantiya,founder,insurance,new,60,male,Russia,RUS,0.0,Europe,privatized and resources,1.1,Resource Related,True,Energy,not inherited,True,True,Rustem,Sulteev
Sergei Kislov,1465,2014,1992,Yug Rusi,founder,agriculture,new,53,male,Russia,RUS,0.0,Europe,founder non-finance,1.1,Traded Sectors,True,Consumer,not inherited,True,True,Sergei,Kislov
Sergei Sarkisov,1465,2014,1991,RESO-Garantiya,owner,insurance,new,54,male,Russia,RUS,0.0,Europe,self-made finance,1.1,Financial,True,Money Management,not inherited,True,True,Sergei,Sarkisov
Shen Wenrong,1465,2014,1975,Shagang Group,chairman,steel,new,68,male,China,CHN,0.0,East Asia,privatized and resources,1.1,Resource Related,True,Non-consumer industrial,not inherited,True,True,Shen,Wenrong
Solomon Lew,1465,2014,0,Premier Investments,chairman,retail,new,68,male,Australia,AUS,0.0,North America,executive,1.1,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Solomon,Lew
Stewart Horejsi,1465,2014,1962,Berkshire Hathaway,investor,finance ,new,76,male,United States,USA,0.0,North America,executive,1.1,Traded Sectors,True,Consumer,not inherited,True,True,Stewart,Horejsi
Sudhir Ruparelia,1465,2014,1985,Ruparelia Group,founder,banking,new,58,male,Uganda,UGA,0.0,Sub-Saharan Africa,self-made finance,1.1,Financial,True,Real Estate,not inherited,True,True,Sudhir,Ruparelia
Thomas Straumann,1465,2014,1954,Straumann Group,relation,dental implants,new,50,male,Switzerland,CHE,0.0,Europe,inherited,1.1,Traded Sectors,True,Consumer,3rd generation,True,True,Thomas,Straumann
Timothy Boyle,1465,2014,1938,Columbia Sportswear,relation,apparel,new,64,male,United States,USA,0.0,North America,inherited,1.1,Traded Sectors,True,Consumer,3rd generation,True,True,Timothy,Boyle
Vito Rodriguez Rodriguez,1465,2014,1967,Jose Rodriguez Banda,founder,milk,new,75,male,Peru,PER,0.0,Latin America,founder non-finance,1.1,Traded Sectors,True,Consumer,not inherited,True,True,Vito,RodriguezRodriguez
Yan Zhi,1465,2014,2005,Zall Development of Wuhan,founder,real estate,new,41,male,China,CHN,0.0,East Asia,self-made finance,1.1,Financial,True,Real Estate,not inherited,True,True,Yan,Zhi
